Word,Subject,voice,Condition,RT
harpist,635,nz,Noise,1867
hearty,608,nz,Noise,1165
hearty,625,nz,Noise,1114
hearty,618,nz,Noise,1042
hearty,601,nz,Music,802
hearty,633,nz,Noise,937
hearty,614,nz,Noise,949
hearty,637,nz,Silence,963
hearty,611,nz,Music,1037
hearty,621,nz,Music,869
hearty,630,nz,Silence,806
hearty,635,nz,Silence,1336
hearty,629,nz,Silence,1097
hearty,604,nz,Silence,876
hearty,624,nz,Noise,963
hoarding,623,nz,Noise,1010
hoarding,634,nz,Silence,916
hoarding,615,nz,Silence,932
hoarding,635,nz,Music,1190
hoarding,603,nz,Music,1011
hoarding,619,nz,Music,817
hoarding,607,nz,Silence,1204
hoarding,628,nz,Silence,618
hoarding,625,nz,Noise,1014
hoarding,630,nz,Silence,918
hoarding,621,nz,Music,1145
hoarding,627,nz,Music,920
hoarding,616,nz,Music,892
hoarding,606,nz,Music,1554
hoping,602,nz,Music,949
hoping,633,nz,Music,953
hoping,623,nz,Music,959
hoping,615,nz,Silence,1097
hoping,609,nz,Noise,929
hoping,630,nz,Noise,827
hoping,632,nz,Silence,838
hoping,627,nz,Noise,875
hoping,637,nz,Silence,750
hoping,635,nz,Silence,1323
hoping,626,nz,Music,1092
hoping,622,nz,Silence,876
hoping,603,nz,Silence,1080
hoping,616,nz,Noise,731
hoping,613,nz,Music,1037
hornet,633,nz,Noise,1195
hornet,618,nz,Music,1190
hornet,635,nz,Noise,1534
hornet,610,nz,Music,851
hornet,619,nz,Noise,869
hornet,626,nz,Silence,983
hornet,629,nz,Noise,823
hornet,623,nz,Noise,1017
hornet,602,nz,Silence,1099
hornet,608,nz,Music,920
hornet,614,nz,Noise,988
hornet,621,nz,Silence,897
hornet,624,nz,Silence,922
hornet,612,nz,Silence,1019
hornet,622,nz,Music,1169
hornet,609,nz,Silence,1297
hosting,635,nz,Noise,944
hosting,608,nz,Noise,772
hosting,611,nz,Noise,808
hosting,620,nz,Silence,737
hosting,623,nz,Noise,868
hosting,634,nz,Noise,737
hosting,612,nz,Noise,1161
hosting,604,nz,Silence,768
hosting,613,nz,Silence,951
hosting,619,nz,Music,743
hosting,607,nz,Music,990
journal,608,nz,Silence,787
journal,602,nz,Silence,1192
journal,612,nz,Noise,877
journal,628,nz,Music,511
journal,637,nz,Music,665
journal,632,nz,Music,922
journal,609,nz,Noise,789
journal,607,nz,Noise,920
journal,623,nz,Noise,960
journal,615,nz,Silence,935
journal,604,nz,Noise,979
journal,603,nz,Noise,840
journal,614,nz,Music,1084
journal,621,nz,Silence,705
journal,635,nz,Noise,969
journal,634,nz,Silence,783
journal,629,nz,Noise,959
journal,633,nz,Silence,977
journal,627,nz,Music,1137
journal,617,nz,Silence,829
journal,601,nz,Music,892
journey,620,nz,Noise,948
journey,613,nz,Noise,914
journey,616,nz,Music,1672
journey,633,nz,Music,943
journey,622,nz,Music,955
journey,608,nz,Silence,762
journey,612,nz,Music,986
journey,621,nz,Noise,1219
journey,614,nz,Noise,920
journey,623,nz,Silence,1134
journey,634,nz,Noise,835
journey,611,nz,Silence,828
journey,609,nz,Noise,861
journey,619,nz,Silence,764
journey,627,nz,Music,854
journey,602,nz,Noise,985
journey,617,nz,Silence,718
karma,607,nz,Noise,2131
karma,627,nz,Music,953
karma,601,nz,Music,789
karma,626,nz,Music,904
karma,613,nz,Music,1060
karma,604,nz,Noise,823
karma,609,nz,Silence,907
karma,608,nz,Noise,808
karma,617,nz,Music,969
karma,636,nz,Noise,1254
karma,621,nz,Music,1035
karma,606,nz,Silence,823
karma,619,nz,Noise,867
karma,633,nz,Music,1005
kernel,616,nz,Music,1066
kernel,604,nz,Noise,713
kernel,602,nz,Silence,1141
kernel,625,nz,Silence,906
kernel,601,nz,Noise,867
kernel,636,nz,Music,968
kernel,630,nz,Music,744
kernel,633,nz,Silence,1095
kernel,623,nz,Silence,1113
kernel,607,nz,Noise,1006
kernel,620,nz,Music,1150
kernel,617,nz,Music,1079
knowledge,608,nz,Music,776
knowledge,617,nz,Noise,831
knowledge,624,nz,Noise,852
knowledge,633,nz,Silence,990
knowledge,636,nz,Noise,735
knowledge,602,nz,Silence,1011
knowledge,627,nz,Silence,1268
knowledge,609,nz,Noise,978
knowledge,619,nz,Silence,773
knowledge,604,nz,Music,1070
knowledge,613,nz,Silence,994
knowledge,631,nz,Noise,833
knowledge,610,nz,Music,1078
knowledge,623,nz,Silence,892
knowledge,603,nz,Music,978
knowledge,621,nz,Music,1021
knowledge,606,nz,Noise,1691
knowledge,622,nz,Noise,1060
knowledge,626,nz,Noise,896
knowledge,632,nz,Music,1031
knowledge,629,nz,Silence,733
knowledge,620,nz,Music,797
lancet,635,nz,Silence,1504
lancet,608,nz,Music,1358
lancet,610,nz,Music,940
largest,615,nz,Noise,1201
largest,630,nz,Music,1186
largest,602,nz,Silence,1188
largest,631,nz,Silence,915
largest,614,nz,Music,899
largest,603,nz,Music,918
largest,617,nz,Music,886
largest,625,nz,Music,1270
largest,628,nz,Silence,761
largest,618,nz,Music,1080
largest,616,nz,Noise,837
largest,634,nz,Music,754
largest,612,nz,Silence,1229
largest,619,nz,Silence,1065
largest,620,nz,Silence,996
largest,613,nz,Silence,1146
largest,629,nz,Noise,691
largest,621,nz,Noise,1278
largest,607,nz,Silence,863
largest,611,nz,Music,1157
lasted,632,nz,Music,1535
lasted,635,nz,Noise,931
lasted,622,nz,Noise,1003
lasted,616,nz,Silence,970
lasted,626,nz,Music,1076
lasted,620,nz,Noise,949
lasted,608,nz,Silence,994
lasted,613,nz,Silence,875
lasted,634,nz,Noise,1147
lasted,618,nz,Silence,1073
lasted,623,nz,Noise,964
lasted,611,nz,Silence,1092
lasted,604,nz,Noise,790
lasted,607,nz,Noise,1298
lasted,614,nz,Noise,1021
lasted,603,nz,Music,934
lasted,601,nz,Noise,1203
lasted,612,nz,Noise,1400
lasted,636,nz,Music,1022
laughing,612,nz,Music,1356
laughing,614,nz,Silence,852
laughing,606,nz,Noise,955
laughing,602,nz,Noise,953
laughing,617,nz,Silence,875
laughing,637,nz,Silence,737
laughing,635,nz,Silence,1126
laughing,628,nz,Noise,697
laughing,625,nz,Music,1046
laughing,633,nz,Music,1024
laughing,621,nz,Silence,886
laughing,629,nz,Noise,1040
laughing,624,nz,Noise,757
laughing,636,nz,Silence,662
laughing,608,nz,Music,816
laughing,616,nz,Silence,757
laughing,609,nz,Music,814
laughing,611,nz,Silence,691
laughing,620,nz,Music,845
loaded,631,nz,Noise,1291
loaded,619,nz,Music,992
loaded,633,nz,Silence,1059
loaded,626,nz,Noise,974
loaded,617,nz,Silence,703
loaded,630,nz,Music,632
loaded,632,nz,Music,883
loaded,623,nz,Silence,826
loaded,625,nz,Silence,1164
loaded,629,nz,Silence,913
loaded,620,nz,Music,976
loaded,622,nz,Music,877
loaded,611,nz,Noise,799
loaded,614,nz,Music,923
loaded,616,nz,Noise,1616
loaded,602,nz,Music,1023
lonely,601,nz,Silence,912
lonely,608,nz,Music,816
lonely,611,nz,Silence,925
lonely,622,nz,Noise,915
lonely,617,nz,Music,907
lonely,637,nz,Noise,663
lonely,629,nz,Music,819
lonely,628,nz,Noise,874
lonely,633,nz,Noise,974
lonely,618,nz,Noise,1244
lonely,626,nz,Noise,768
lonely,619,nz,Noise,764
lonely,630,nz,Music,723
lonely,612,nz,Noise,730
lonely,607,nz,Noise,737
lonely,603,nz,Silence,966
lonely,636,nz,Noise,841
longing,612,nz,Music,1142
longing,616,nz,Music,895
longing,634,nz,Noise,1264
longing,624,nz,Silence,869
longing,629,nz,Silence,866
longing,633,nz,Silence,1008
longing,611,nz,Silence,1064
longing,604,nz,Noise,978
longing,610,nz,Silence,970
longing,636,nz,Silence,921
longing,626,nz,Silence,963
longing,603,nz,Noise,1764
longing,614,nz,Music,1462
longing,615,nz,Music,907
losses,633,nz,Music,958
losses,636,nz,Noise,986
losses,608,nz,Silence,1011
losses,616,nz,Noise,960
losses,603,nz,Music,1123
losses,601,nz,Silence,940
losses,617,nz,Noise,920
losses,619,nz,Silence,831
losses,623,nz,Music,1396
losses,632,nz,Silence,1065
losses,611,nz,Noise,879
losses,624,nz,Noise,1190
losses,614,nz,Silence,1308
market,608,nz,Noise,885
market,633,nz,Noise,1063
market,620,nz,Silence,830
market,628,nz,Music,721
market,619,nz,Noise,930
market,634,nz,Music,961
market,621,nz,Music,1078
market,617,nz,Noise,918
market,610,nz,Silence,1004
market,609,nz,Music,870
market,613,nz,Noise,840
market,612,nz,Silence,1250
market,604,nz,Noise,844
market,603,nz,Silence,990
market,618,nz,Silence,932
market,615,nz,Noise,1046
market,631,nz,Noise,1444
market,626,nz,Music,891
market,637,nz,Music,893
market,601,nz,Silence,952
market,624,nz,Noise,895
masking,629,nz,Noise,1030
masking,611,nz,Music,1000
masking,633,nz,Music,1025
masking,623,nz,Silence,865
masking,628,nz,Music,716
masking,636,nz,Music,1023
masking,624,nz,Silence,877
masking,613,nz,Music,1023
masking,637,nz,Silence,1005
masking,602,nz,Silence,1161
masking,607,nz,Music,905
masking,609,nz,Noise,1081
masking,635,nz,Silence,1196
masking,627,nz,Music,967
morning,637,nz,Silence,750
morning,604,nz,Noise,782
morning,602,nz,Music,893
morning,622,nz,Noise,813
morning,625,nz,Silence,865
morning,609,nz,Noise,820
morning,631,nz,Music,1003
morning,623,nz,Music,917
morning,613,nz,Silence,855
morning,606,nz,Silence,943
morning,621,nz,Noise,885
morning,614,nz,Noise,1166
morning,615,nz,Silence,908
morning,629,nz,Noise,882
morning,632,nz,Silence,817
morning,611,nz,Music,933
morning,636,nz,Noise,808
mortal,603,nz,Silence,1034
mortal,611,nz,Music,866
mortal,630,nz,Silence,1096
mortal,635,nz,Noise,1142
mortal,620,nz,Music,981
mortal,617,nz,Music,824
mortal,634,nz,Music,1303
mortal,625,nz,Noise,1131
mortal,602,nz,Music,1006
mortal,626,nz,Noise,1128
mortal,621,nz,Noise,1014
mortal,623,nz,Noise,1015
mortal,604,nz,Music,1000
mortal,637,nz,Silence,883
mortal,608,nz,Noise,944
mortal,619,nz,Music,855
mortal,627,nz,Silence,965
noble,615,nz,Noise,995
noble,632,nz,Noise,991
noble,609,nz,Music,996
noble,620,nz,Noise,1068
noble,619,nz,Silence,853
noble,634,nz,Silence,969
noble,606,nz,Noise,953
noble,631,nz,Silence,1138
noble,612,nz,Noise,1038
noble,602,nz,Noise,993
noble,610,nz,Silence,805
noble,622,nz,Silence,1152
noble,637,nz,Silence,841
noble,628,nz,Noise,728
noble,601,nz,Noise,950
noble,604,nz,Silence,804
noble,626,nz,Noise,1204
noble,614,nz,Silence,1043
noble,630,nz,Music,1021
noble,613,nz,Noise,862
noble,617,nz,Music,989
normal,602,nz,Noise,1080
normal,616,nz,Music,886
normal,610,nz,Music,974
normal,626,nz,Music,887
normal,621,nz,Music,939
normal,611,nz,Silence,773
normal,632,nz,Noise,1263
normal,629,nz,Silence,793
normal,623,nz,Silence,804
normal,622,nz,Music,1169
normal,628,nz,Noise,772
normal,631,nz,Silence,871
normal,617,nz,Silence,810
normal,624,nz,Silence,765
normal,637,nz,Noise,834
normal,636,nz,Silence,859
normal,606,nz,Music,861
normal,627,nz,Noise,1192
normal,634,nz,Noise,719
normal,615,nz,Music,841
normal,620,nz,Silence,772
notches,614,nz,Noise,930
notches,603,nz,Music,926
notches,624,nz,Music,884
notches,633,nz,Music,1216
notches,618,nz,Silence,1269
notches,634,nz,Music,880
notches,629,nz,Music,974
notches,610,nz,Silence,1312
notches,611,nz,Noise,1988
notches,602,nz,Noise,892
notches,627,nz,Music,1581
notches,632,nz,Noise,874
notches,631,nz,Silence,1289
notches,619,nz,Music,708
notches,637,nz,Music,929
notches,615,nz,Noise,1185
noted,624,nz,Music,920
noted,621,nz,Silence,692
noted,626,nz,Silence,890
noted,629,nz,Noise,650
noted,623,nz,Silence,951
noted,637,nz,Music,888
noted,614,nz,Silence,1075
noted,631,nz,Music,857
noted,608,nz,Silence,820
noted,635,nz,Noise,858
noted,611,nz,Noise,861
noted,636,nz,Silence,454
noted,616,nz,Music,804
noted,615,nz,Noise,1305
oaky,629,nz,Noise,992
oaky,604,nz,Music,1324
oaky,608,nz,Silence,1380
oaky,612,nz,Silence,1654
oaky,624,nz,Silence,967
oaky,607,nz,Silence,2002
oaky,606,nz,Silence,2006
ocean,603,nz,Music,925
ocean,631,nz,Music,763
ocean,610,nz,Noise,761
ocean,604,nz,Silence,870
ocean,625,nz,Silence,1005
ocean,627,nz,Music,926
ocean,619,nz,Silence,771
ocean,617,nz,Noise,827
ocean,616,nz,Silence,776
ocean,618,nz,Music,959
ocean,622,nz,Noise,1128
ocean,611,nz,Music,1177
ocean,621,nz,Noise,808
ocean,614,nz,Music,1009
ocean,635,nz,Silence,993
ocean,601,nz,Noise,842
ocean,634,nz,Music,983
offer,621,nz,Noise,952
offer,634,nz,Silence,804
offer,610,nz,Music,1065
offer,619,nz,Noise,872
offer,623,nz,Music,972
offer,616,nz,Noise,820
offer,614,nz,Music,905
offer,615,nz,Music,820
offer,629,nz,Music,896
offer,606,nz,Music,958
offer,626,nz,Music,909
offer,622,nz,Noise,912
offer,628,nz,Silence,658
offer,636,nz,Music,948
offer,603,nz,Silence,924
offer,637,nz,Music,914
office,604,nz,Silence,833
office,625,nz,Music,948
office,632,nz,Silence,730
office,615,nz,Noise,848
office,618,nz,Silence,754
office,614,nz,Music,864
office,610,nz,Noise,774
office,630,nz,Music,613
office,613,nz,Noise,729
office,633,nz,Silence,869
office,601,nz,Noise,727
office,612,nz,Silence,689
office,616,nz,Noise,956
office,602,nz,Music,841
office,622,nz,Silence,761
office,609,nz,Music,712
office,617,nz,Silence,803
office,623,nz,Silence,905
office,611,nz,Noise,844
office,608,nz,Noise,732
often,625,nz,Silence,1263
often,609,nz,Music,931
often,611,nz,Silence,801
often,610,nz,Noise,837
often,631,nz,Silence,1104
often,602,nz,Silence,1087
often,622,nz,Silence,1314
often,612,nz,Noise,963
often,608,nz,Noise,754
often,632,nz,Noise,935
often,637,nz,Music,680
often,616,nz,Silence,847
often,627,nz,Music,855
often,607,nz,Noise,949
often,620,nz,Silence,852
often,618,nz,Silence,960
often,617,nz,Noise,741
often,634,nz,Silence,1014
often,624,nz,Noise,885
often,629,nz,Music,723
orbit,615,nz,Music,967
orbit,631,nz,Noise,1066
orbit,606,nz,Music,2265
orbit,621,nz,Music,901
orbit,610,nz,Music,1213
orbit,630,nz,Noise,1037
orbit,636,nz,Music,968
orbit,612,nz,Noise,1082
orbit,603,nz,Music,856
orbit,609,nz,Silence,1064
orbit,627,nz,Silence,877
orbit,607,nz,Silence,1093
orbit,616,nz,Noise,937
orbit,635,nz,Music,1286
organ,622,nz,Music,972
organ,612,nz,Silence,897
organ,615,nz,Noise,970
organ,635,nz,Noise,1018
organ,601,nz,Noise,881
organ,621,nz,Music,944
organ,614,nz,Silence,903
organ,607,nz,Silence,999
organ,624,nz,Noise,896
organ,604,nz,Silence,1255
organ,618,nz,Silence,1214
organ,602,nz,Music,976
pardon,620,nz,Music,881
pardon,624,nz,Silence,879
pardon,632,nz,Music,879
pardon,633,nz,Music,1210
pardon,637,nz,Noise,748
pardon,606,nz,Noise,1096
pardon,631,nz,Noise,865
pardon,610,nz,Silence,965
pardon,617,nz,Silence,730
pardon,627,nz,Noise,949
pardon,613,nz,Silence,881
pardon,626,nz,Music,892
pardon,630,nz,Noise,782
pardon,621,nz,Music,773
pardon,623,nz,Music,997
pardon,608,nz,Music,807
partial,626,nz,Noise,898
partial,608,nz,Music,740
partial,604,nz,Silence,814
partial,616,nz,Silence,737
partial,635,nz,Music,878
partial,610,nz,Silence,815
partial,633,nz,Music,1013
partial,614,nz,Silence,992
partial,615,nz,Noise,819
partial,622,nz,Music,851
partial,627,nz,Music,782
partial,628,nz,Noise,876
partial,607,nz,Music,837
partial,619,nz,Music,773
partial,637,nz,Music,765
partial,603,nz,Music,833
partial,602,nz,Noise,1021
partial,620,nz,Noise,931
parting,628,nz,Noise,1016
parting,634,nz,Noise,1022
parting,618,nz,Silence,1169
parting,601,nz,Silence,778
parting,610,nz,Music,1104
parting,608,nz,Noise,1053
parting,629,nz,Music,793
parting,627,nz,Silence,1127
parting,623,nz,Silence,1201
parting,607,nz,Noise,1416
parting,609,nz,Silence,1041
parting,613,nz,Noise,1070
parting,636,nz,Music,887
parting,616,nz,Music,996
parting,630,nz,Music,1056
parting,602,nz,Music,1089
party,632,nz,Silence,775
party,619,nz,Noise,822
party,621,nz,Silence,824
party,613,nz,Silence,750
party,606,nz,Noise,1619
party,629,nz,Music,697
party,608,nz,Music,795
party,601,nz,Noise,812
party,610,nz,Silence,804
party,625,nz,Silence,1009
party,628,nz,Silence,574
party,618,nz,Music,861
party,609,nz,Music,854
party,617,nz,Noise,737
party,626,nz,Silence,763
party,604,nz,Noise,1071
party,615,nz,Silence,905
passing,617,nz,Silence,818
passing,628,nz,Silence,737
passing,635,nz,Music,1392
passing,609,nz,Silence,843
passing,606,nz,Noise,1006
passing,603,nz,Noise,1181
passing,630,nz,Silence,941
passing,612,nz,Silence,712
passing,620,nz,Silence,1314
passing,611,nz,Noise,819
passing,634,nz,Silence,892
passing,607,nz,Noise,2040
passing,614,nz,Silence,918
passing,616,nz,Noise,1089
passing,601,nz,Music,767
passing,613,nz,Silence,928
passing,636,nz,Music,893
passing,618,nz,Silence,1020
passing,621,nz,Music,919
passing,602,nz,Noise,913
passing,604,nz,Noise,929
perfect,630,nz,Noise,912
perfect,626,nz,Noise,878
perfect,636,nz,Noise,1024
perfect,624,nz,Music,784
perfect,623,nz,Noise,936
perfect,602,nz,Music,844
perfect,609,nz,Silence,831
perfect,621,nz,Music,885
perfect,604,nz,Silence,739
perfect,606,nz,Silence,764
perfect,631,nz,Music,842
perfect,632,nz,Music,834
perfect,608,nz,Silence,696
perfect,627,nz,Noise,916
perfect,618,nz,Music,891
person,633,nz,Noise,979
person,618,nz,Noise,939
person,604,nz,Silence,661
person,619,nz,Noise,1009
person,637,nz,Noise,715
person,620,nz,Noise,814
person,609,nz,Silence,745
person,624,nz,Music,850
person,635,nz,Noise,888
person,610,nz,Noise,815
person,614,nz,Noise,874
person,629,nz,Noise,718
person,625,nz,Noise,817
person,603,nz,Noise,822
person,616,nz,Noise,804
person,602,nz,Music,916
person,607,nz,Noise,868
person,601,nz,Silence,927
person,634,nz,Silence,860
person,632,nz,Silence,965
phoning,628,nz,Silence,803
phoning,626,nz,Noise,987
phoning,611,nz,Noise,1088
phoning,601,nz,Silence,968
phoning,635,nz,Noise,1007
phoning,607,nz,Music,1236
phoning,623,nz,Music,1000
phoning,606,nz,Music,961
phoning,615,nz,Noise,1208
phoning,621,nz,Silence,1658
phoning,618,nz,Silence,1207
phoning,620,nz,Noise,1487
phoning,625,nz,Music,1396
planting,635,nz,Silence,1769
planting,627,nz,Silence,1017
planting,610,nz,Music,994
planting,614,nz,Silence,1178
planting,634,nz,Noise,785
planting,604,nz,Silence,1284
planting,602,nz,Music,1096
planting,628,nz,Noise,878
planting,611,nz,Silence,877
planting,616,nz,Music,845
planting,636,nz,Silence,1242
planting,615,nz,Silence,1044
planting,612,nz,Noise,1020
planting,603,nz,Silence,868
poaching,623,nz,Noise,981
poaching,633,nz,Noise,925
poaching,620,nz,Silence,874
poaching,624,nz,Music,893
poaching,634,nz,Silence,806
poaching,610,nz,Noise,954
poaching,627,nz,Noise,1130
poaching,603,nz,Silence,958
poaching,630,nz,Music,1127
poaching,632,nz,Noise,1089
poaching,636,nz,Music,718
poaching,602,nz,Noise,1099
poaching,611,nz,Noise,914
poaching,622,nz,Silence,900
poaching,635,nz,Noise,1006
poaching,625,nz,Music,935
poaching,615,nz,Noise,1181
poaching,626,nz,Music,970
poky,634,nz,Silence,929
poky,616,nz,Music,1086
poky,623,nz,Noise,1028
poky,607,nz,Music,1033
poky,624,nz,Noise,869
poky,621,nz,Noise,2027
poky,632,nz,Music,1244
poky,611,nz,Music,802
poky,603,nz,Silence,1497
poky,614,nz,Silence,1111
poky,617,nz,Music,1059
porpoise,633,nz,Silence,1130
porpoise,620,nz,Music,840
porpoise,617,nz,Music,818
porpoise,635,nz,Music,1802
porpoise,634,nz,Noise,950
porpoise,631,nz,Noise,1030
porpoise,622,nz,Silence,1745
porpoise,627,nz,Noise,1474
porpoise,625,nz,Noise,930
porpoise,607,nz,Music,1366
porpoise,606,nz,Music,872
porpoise,610,nz,Noise,958
porpoise,629,nz,Noise,1178
porpoise,616,nz,Silence,1247
porpoise,623,nz,Noise,1205
portal,602,nz,Silence,1064
portal,631,nz,Music,804
portal,628,nz,Silence,793
portal,632,nz,Silence,831
portal,612,nz,Music,1045
portal,611,nz,Noise,910
portal,637,nz,Music,824
portal,627,nz,Silence,626
portal,608,nz,Silence,733
portal,617,nz,Music,834
portal,622,nz,Music,1067
portal,620,nz,Silence,891
portal,609,nz,Music,997
portal,636,nz,Music,882
portal,625,nz,Music,962
portal,618,nz,Noise,918
portrait,603,nz,Noise,1403
portrait,627,nz,Silence,856
portrait,610,nz,Music,883
portrait,611,nz,Silence,1248
portrait,606,nz,Music,2209
portrait,632,nz,Noise,944
portrait,615,nz,Silence,767
portrait,635,nz,Silence,1016
portrait,636,nz,Music,904
portrait,634,nz,Silence,793
portrait,609,nz,Noise,1229
portrait,614,nz,Music,822
portrait,630,nz,Noise,872
portrait,637,nz,Silence,835
portrait,613,nz,Music,1004
portrait,631,nz,Music,1114
portrait,604,nz,Music,882
portrait,621,nz,Music,846
portrait,607,nz,Music,823
portrait,625,nz,Noise,919
portrait,619,nz,Silence,862
portrait,618,nz,Noise,1032
portrait,623,nz,Silence,828
posted,616,nz,Music,857
posted,614,nz,Silence,900
posted,610,nz,Noise,853
posted,627,nz,Silence,1105
posted,636,nz,Music,907
posted,630,nz,Noise,684
posted,613,nz,Noise,849
posted,621,nz,Noise,803
posted,633,nz,Silence,1140
posted,629,nz,Silence,861
posted,626,nz,Silence,903
posted,607,nz,Noise,919
posted,617,nz,Music,1475
posted,637,nz,Noise,641
posted,622,nz,Noise,832
posted,612,nz,Noise,1167
posted,634,nz,Music,903
posted,635,nz,Noise,942
posted,609,nz,Noise,906
prancing,623,nz,Music,958
prancing,636,nz,Silence,742
prancing,635,nz,Silence,1606
prancing,630,nz,Silence,966
prancing,634,nz,Silence,712
prancing,610,nz,Silence,827
prancing,637,nz,Music,967
prancing,633,nz,Silence,981
prancing,609,nz,Music,990
prancing,604,nz,Silence,972
prancing,606,nz,Music,1331
prancing,613,nz,Music,1119
prancing,631,nz,Music,763
prodded,623,nz,Silence,1222
prodded,611,nz,Silence,989
prodded,626,nz,Silence,822
prodded,601,nz,Music,972
prodded,633,nz,Silence,941
prodded,628,nz,Noise,877
prodded,615,nz,Silence,791
prodded,636,nz,Silence,1065
prodded,618,nz,Music,1333
prodded,606,nz,Music,1122
prodded,622,nz,Silence,1284
prodded,634,nz,Music,1119
prodded,630,nz,Silence,675
profit,634,nz,Noise,963
profit,630,nz,Noise,1350
profit,618,nz,Music,784
profit,627,nz,Silence,733
profit,624,nz,Music,840
profit,601,nz,Silence,843
profit,610,nz,Music,1482
profit,628,nz,Silence,628
profit,632,nz,Silence,719
profit,629,nz,Silence,765
profit,606,nz,Music,845
profit,637,nz,Silence,749
profit,617,nz,Music,968
profit,608,nz,Silence,700
quarry,611,nz,Noise,876
quarry,633,nz,Music,1023
quarry,626,nz,Noise,967
quarry,612,nz,Music,1644
quarry,621,nz,Silence,859
quarry,629,nz,Noise,863
quarry,617,nz,Noise,1001
quarry,607,nz,Music,1145
quarry,635,nz,Music,2143
quarry,630,nz,Silence,745
quarry,620,nz,Silence,1218
quarry,625,nz,Silence,1314
quarry,613,nz,Music,880
quarry,604,nz,Music,1006
quarry,606,nz,Music,1066
rafting,621,nz,Silence,1182
rafting,633,nz,Noise,1319
rafting,619,nz,Silence,757
rafting,609,nz,Silence,939
rafting,636,nz,Silence,1156
rafting,602,nz,Silence,865
rafting,617,nz,Silence,848
rafting,626,nz,Silence,878
rafting,629,nz,Silence,738
rafting,613,nz,Silence,1003
rafting,604,nz,Music,960
rafting,624,nz,Silence,870
rafting,612,nz,Silence,1432
rafting,630,nz,Noise,1015
rafting,623,nz,Noise,960
rafting,632,nz,Noise,974
rafting,606,nz,Noise,773
rafting,618,nz,Noise,883
rafting,627,nz,Silence,938
rafting,631,nz,Silence,817
rafting,601,nz,Silence,833
rafting,603,nz,Music,1366
roading,628,nz,Silence,858
roading,603,nz,Music,1373
roading,616,nz,Noise,979
roading,611,nz,Silence,828
roading,610,nz,Music,820
roading,615,nz,Noise,1142
roading,617,nz,Silence,1079
roading,629,nz,Noise,1069
roading,626,nz,Music,982
roading,627,nz,Noise,907
roading,637,nz,Noise,923
roading,621,nz,Music,862
roading,630,nz,Noise,851
roading,618,nz,Noise,1802
roses,607,nz,Music,1831
roses,633,nz,Music,1001
roses,602,nz,Silence,990
roses,621,nz,Silence,1062
roses,626,nz,Noise,795
roses,624,nz,Silence,832
roses,613,nz,Noise,881
roses,601,nz,Noise,715
roses,620,nz,Music,769
roses,632,nz,Silence,761
roses,625,nz,Noise,876
roses,617,nz,Music,683
roses,635,nz,Silence,1052
roses,631,nz,Silence,726
roses,606,nz,Silence,1121
roses,619,nz,Silence,843
roses,612,nz,Silence,422
roses,603,nz,Music,779
roses,623,nz,Noise,920
rotten,620,nz,Silence,739
rotten,602,nz,Silence,1037
rotten,613,nz,Noise,1016
rotten,607,nz,Silence,918
rotten,635,nz,Silence,1016
rotten,626,nz,Noise,940
rotten,614,nz,Noise,1101
rotten,625,nz,Noise,1886
rotten,636,nz,Silence,780
rotten,628,nz,Noise,785
rotten,627,nz,Noise,1085
rotten,630,nz,Music,700
rotten,603,nz,Noise,1418
rotten,631,nz,Noise,1231
rotten,632,nz,Noise,867
rotten,624,nz,Music,809
rotten,637,nz,Music,849
rotten,610,nz,Noise,765
sample,611,nz,Music,815
sample,607,nz,Silence,1197
sample,635,nz,Silence,1160
sample,631,nz,Music,887
sample,602,nz,Noise,1129
sample,617,nz,Music,873
sample,637,nz,Noise,788
sample,610,nz,Music,940
sample,614,nz,Music,849
sample,619,nz,Noise,802
sample,636,nz,Music,930
sample,627,nz,Music,1332
sample,634,nz,Silence,914
sample,615,nz,Noise,890
sample,624,nz,Music,1014
sample,625,nz,Noise,855
sample,628,nz,Noise,836
sample,608,nz,Noise,1027
sample,623,nz,Silence,780
sausage,630,nz,Music,932
sausage,612,nz,Silence,851
sausage,608,nz,Silence,755
sausage,616,nz,Silence,892
sausage,615,nz,Music,932
sausage,610,nz,Silence,838
sausage,614,nz,Silence,896
sausage,625,nz,Silence,1120
sausage,632,nz,Music,923
sausage,635,nz,Silence,1067
sausage,620,nz,Music,802
sausage,629,nz,Silence,893
sausage,624,nz,Noise,690
sausage,611,nz,Noise,749
sausage,604,nz,Noise,670
sausage,603,nz,Silence,944
sausage,634,nz,Noise,1045
sausage,613,nz,Silence,1039
shafting,635,nz,Music,1089
shafting,611,nz,Music,1291
shafting,631,nz,Music,909
shafting,616,nz,Noise,1134
shafting,634,nz,Silence,895
shafting,626,nz,Silence,996
shafting,622,nz,Noise,1460
shafting,633,nz,Silence,1107
shafting,630,nz,Music,646
shafting,604,nz,Silence,1122
shafting,621,nz,Noise,927
shafting,617,nz,Noise,855
shafting,615,nz,Noise,1466
shafting,623,nz,Music,1169
sharpen,628,nz,Music,738
sharpen,624,nz,Music,846
sharpen,612,nz,Noise,1156
sharpen,611,nz,Music,1088
sharpen,622,nz,Music,835
sharpen,619,nz,Noise,889
sharpen,614,nz,Music,943
sharpen,632,nz,Silence,926
sharpen,630,nz,Music,738
sharpen,613,nz,Silence,921
sharpen,603,nz,Silence,885
